RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE
VILA NILO CONSTRUCOES LTDA,58368036000102,"RUA CIRENE DE OLIVEIRA LAET  940 , SAO PAULO",-23.4591319,-46.5722883,SAO PAULO
DARCOM  COMERCIO DE DIVISORIAS LTDA,58394396000189,"RUA UBATA  10 , SAO PAULO",-23.7117384,-46.7020611,SAO PAULO
TECNICA DENARDO COMERCIAL LTDA,58402777000162,"RUA LUTECIA  1797 , SAO PAULO",-23.5592144,-46.5412315,SAO PAULO
INJEREST INDUSTRIA METALURGICA LTDA,58424904000124,"RUA DOMENICO ASPARI  1000 , SAO PAULO",-23.4336508,-46.7873422,SAO PAULO
WIMPEL EQUIPAMENTOS LTDA,58426594000187,"RUA MARIA CARLOTA  661 , SAO PAULO",-23.5273919,-46.5277876,SAO PAULO
J V C ARTEFATOS DE CIMENTO LTDA,58435025000106,"ESTRADA PICO DO OLHO D'AGUA  SN , MAIRIPORA",-23.2979811,-46.5809228,MAIRIPORA
DEPOSITO LIDER 2000 MATERIAIS PARA CONSTRUCAO LTDA,58437328000150,"RUA LEOPOLDO DE PASSOS LIMA  136 , SAO PAULO",-23.4304603,-46.7886391,SAO PAULO
ALPHA BRAVO FERRAMENTAS DIAMANTADAS LTDA,58446006000177,"RUA ALFREDO MENDES DA SILVA  510 , SAO PAULO",-23.6041686,-46.7484349,SAO PAULO
RONIMAR COMERCIO E MATERIAIS DE CONSTRUCAO EIRELI,58459439000167,"RUA BARAO DE JAGUARA  422 , SAO PAULO",-23.5566051,-46.6176739,SAO PAULO
ZONA SUL COMERCIO DE BOMBAS E MOTORES EIRELI,58500752000100,"RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO  391 , SAO PAULO",-23.6561693,-46.7069247,SAO PAULO
COMERCIAL TAKARA UEHARA LTDA,58516691000160,"AVENIDA SAPOPEMBA  4063 , SAO PAULO",-23.5762384,-46.5503102,SAO PAULO
KARKARTE TINTAS E FERRAGENS LTDA,58525411000180,"AVENIDA ENG ARMANDO ARR PEREIRA  4154 , SAO PAULO",-23.6537212,-46.6370892,SAO PAULO
MARTINHAO & MARTINHAO DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,58532441000114,"ESTRADA DO ALVARENGA  1708 , SAO PAULO",-23.6933195,-46.6583323,SAO PAULO
SALVATORE SALEMI EMPREENDIMENTOS IMOBILIARIOS EIRELI,58534223000119,"RUA FRANCISCO DO AMARAL  247 , SAO PAULO",-23.5202882,-46.5381157,SAO PAULO
LATINA COMERCIO E IMPORTACAO LTDA,58550765000185,"RUA PARANAVAI  187 , SAO PAULO",-23.5122785,-46.7466986,SAO PAULO
VITRAIS MOUTINHO EIRELI,58552993000194,"RUA MARCOLINO ANTONIO MOUTINHO (JD DOS PASSAROS)  48 , SANTO ANDRE",-23.713811,-46.514809,SANTO ANDRE
VAREJAO HORIZONTE FERRAGENS LTDA,58559329000177,"PRACA AURELIO LOMBARDI  60 , SAO PAULO",-23.5518106,-46.5278911,SAO PAULO
BELGAMAQ COMERCIO E ASSISTENCIA TECNICA LTDA,58578691000195,"ALAMEDA SAO CAETANO  1148 , SANTO ANDRE",-23.6465465,-46.5490469,SANTO ANDRE
SH COMERCIO E REPRESENTACAO DE MATERIAIS PARA CONSTRUCAO LTDA,58587361000166,"RUA MANOEL MAXIMINO DA ROSA  368 , ITAPECERICA DA SERRA",-23.7225406,-46.8524405,ITAPECERICA DA SERRA
PLATECNICA COMERCIO DE MAQUINAS E FERRAMENTAS LTDA,58596958000177,"RUA JULIO DE CASTILHOS  1208 , SAO PAULO",-23.5398862,-46.5894711,SAO PAULO
MIB COMERCIO DE FERRAMENTAS LTDA,58606377000179,"AVENIDA SAPOPEMBA  12641 , SAO PAULO",-23.6101192,-46.4862053,SAO PAULO
COMERCIAL CRESPURZE LTDA,58610288000104,"AVENIDA MORAES COSTA  614 , SAO PAULO",-23.6078537,-46.5324539,SAO PAULO
NEVE COMERCIO DE FERRAGENS LTDA,58611120000105,"RUA DO RETIRO  1985 , JUNDIAI",-23.1801824,-46.9049029,JUNDIAI
OLIMAR COMERCIO E SERVICOS LTDA,58612920000140,"RUA ARENQUE  113 , DIADEMA",-23.7201453,-46.6269467,DIADEMA
COMANDINI INDUSTRIA E COMERCIO DE EQUIPAMENTOS E PECAS USINADAS EM GERAL LTDA,58629650000180,"RUA MARIA AFONSO  552 , SAO PAULO",-23.5684092,-46.5585958,SAO PAULO
ALESVANE COMERCIO DE ACESSORIOS PARA ESQUADRIAS DE ALUMINIO LTDA,58656588000116,"RUA ODILON BRAGA DA SILVA  198 , SAO PAULO",-23.5476201,-46.5051449,SAO PAULO
FERRAGENS MUNDIAL LTDA,58669847000143,"RUA BRAZ CUBAS  614 , MOGI DAS CRUZES",-23.5269503,-46.1952918,MOGI DAS CRUZES
NASCENTER FERRAGENS E FERRAMENTAS LTDA,58682758000137,"RUA TEN ISAIAS B DE ARAUJO  13 , SAO PAULO",-23.6437856,-46.7414175,SAO PAULO
COMERCIAL DIMEL LTDA,58684374000153,"RUA CARAMURU  791 , SAO PAULO",-23.6110977,-46.6364231,SAO PAULO
JMA COMERCIO DE MATERIAIS ELETRICOS E ILUMINACAO LTDA,58686130000100,"RUA JOAO GOMES BATISTA  37 , SAO PAULO",-23.6609345,-46.6645163,SAO PAULO
AMORIM COMERCIO DE MARMORES E GRANITOS LTDA,58701509000222,"RUA JOHN SPEERS  1515 , SAO PAULO",-23.5654787,-46.457353,SAO PAULO
LEONI COMERCIO DE MATERIAIS ELETRICOS E SERVICOS LTDA,58706243000120,"RUA JULIO ANDREATTA  7 , SAO PAULO",-23.7218157,-46.709824,SAO PAULO
DIMAGUI COM DE MATERIAIS PARA CONST E MANUTENCAO LTDA,58715822000139,"RUA DR BAETA NEVES  77 , SAO BERNARDO DO CAMPO",-23.6930217,-46.5478009,SAO BERNARDO DO CAMPO
MATERIAIS DE CONSTRUCAO TERRA NOVA II LTDA,58719923000188,"RUA ANTONIO MENEGUETTI  98 , SAO BERNARDO DO CAMPO",-23.7467502,-46.5514508,SAO BERNARDO DO CAMPO
KR FOGOES LTDA,58740903000199,"RUA CARNEIRO DA CUNHA  302 , SAO PAULO",-23.6160008,-46.6370392,SAO PAULO
YANDIMATERIAIS PARA CONSTRUCOES LTDA,58745787000109,"AVENIDA RAGUEB CHOHFI  4450 , SAO PAULO",-23.5948244,-46.4428564,SAO PAULO
CENTRO ABC DISTRIBUIDORA DE MATERIAIS ELETRICOS LTDA,58747312000143,"AVENIDA PIRAPORINHA  1421 , DIADEMA",-23.6905669,-46.5897038,DIADEMA
CASA NOVA MERCANTIL DE FERRAGENS ELETRICA E HIDRAULICA LTDA,58749730000170,"AVENIDA DO TABOAO  4003 , SAO BERNARDO DO CAMPO",-23.6644458,-46.6073701,SAO BERNARDO DO CAMPO
SAMADEL SAPUCAIA MADEIRAS LTDA,58755455000105,"AVENIDA SAO MIGUEL  6200 , SAO PAULO",-23.5051897,-46.4740105,SAO PAULO
PAVE DIST DE AREIA E PEDRA LTDA,58765868000162,"RUA HIPOLITO SOARES  294 , SAO PAULO",-23.5713152,-46.6050547,SAO PAULO
SANMARCOS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,58776956000160,"ESTRADA JOAQUIM CARDOSO FILHO  277 , ITAPECERICA DA SERRA",-23.7298798,-46.856132,ITAPECERICA DA SERRA
COMERCIAL MINONES LTDA,58793381000193,"RUA JOSE FILIPE DA SILVA  489 , SAO PAULO",-23.5828081,-46.7614569,SAO PAULO
PRES MAR ARTESANATO EM MADEIRA LTDA,58809328000133,"RUA ADA NEGRI  94 , SAO PAULO",-23.6493024,-46.7105319,SAO PAULO
CK & VOCE MATERIAIS DE CONSTRUCAO EIRELI,58830837000148,"RUA CONSELHEIRO NEBIAS  746 , SAO PAULO",-23.536464,-46.6446983,SAO PAULO
CASA PEDRAS COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,58833021000178,"RUA TABAJARAS  336 , SAO PAULO",-23.563701,-46.6005619,SAO PAULO
ESQUADRIAS METAL NOBRE LTDA,58839028000105,"RUA DO USHIKICHI KAMIYA  1547 , SAO PAULO",-23.4388495,-46.5803907,SAO PAULO
ASTHI COMERCIAL LTDA,58840380000152,"AVENIDA PEDROSO DE MORAIS  351 , SAO PAULO",-23.5667712,-46.689545,SAO PAULO
ASTHI COMERCIAL LTDA,58840380000152,"AVENIDA PEDROSO DE MORAIS  351 , SAO PAULO",-23.5667712,-46.689545,SAO PAULO
ASTHI COMERCIAL LTDA,58840380000152,"AVENIDA PEDROSO DE MORAIS  351 , SAO PAULO",-23.5667712,-46.689545,SAO PAULO
ASTHI COMERCIAL LTDA,58840380000152,"AVENIDA PEDROSO DE MORAIS  351 , SAO PAULO",-23.5667712,-46.689545,SAO PAULO
ASTHI COMERCIAL LTDA,58840380000152,"AVENIDA PEDROSO DE MORAIS  351 , SAO PAULO",-23.5667712,-46.689545,SAO PAULO
L JOTAS COMERCIO DE MADEIRAS LTDA,58853672000120,"AVENIDA AMADOR BUENO DA VEIGA  1547 , SAO PAULO",-23.5221616,-46.5309105,SAO PAULO
COMERCIAL RUIZ LTDA,58860602000107,"RUA ESTRELA DALVA  288 , SANTANA DE PARNAIBA",-23.4052324,-46.8969698,SANTANA DE PARNAIBA
OGATA SAN DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,58880527000138,"AVENIDA SAO JOSE  880 , OSASCO",-23.5158801,-46.7662368,OSASCO
AREIITA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,58886151000179,"RUA DOS CARIOCAS  19 , ITAPEVI",-23.5551054,-46.9373271,ITAPEVI
POLY GESSO COMERCIO E SERVICOS LTDA,58897612000109,"RUA LUIZ DA GAMA ROSA  177 , SAO PAULO",-23.6717397,-46.6698739,SAO PAULO
VEROMI  RETENTORES E ROLAMENTOS LTDA,58909730000190,"RUA PARANAGUA  43 , SANTO ANDRE",-23.6796325,-46.5399404,SANTO ANDRE
HFER ESTRUTURAS METALICAS LTDA,58929522000152,"RUA PORTO CASTANHEIRO  19 , SAO PAULO",-23.6616765,-46.6554662,SAO PAULO
DOOR SERVICE COMERCIO DE VIDROS E SERVICOS LTDA,58940834000167,"RUA HERMINIO LEMOS  382 , SAO PAULO",-23.5681085,-46.6208748,SAO PAULO
TINTAS LEME LTDA,58947474000125,"AVENIDA ELLIS MAAS  123 , SAO PAULO",-23.6616825,-46.7685691,SAO PAULO
TAMARA HORITA LTDA,58964552000108,"ESTRADA DO PEDROSO  3200 , SANTO ANDRE",-23.7409103,-46.495305,SANTO ANDRE
ELETRICA LESTE MOTORES E FERRAMENTAS LTDA,58970047000168,"AVENIDA PIRES DO RIO  75 , SAO PAULO",-23.4971745,-46.4419525,SAO PAULO
OSASCOR COM DE TINTAS MATERIAIS ELETRICOS LTDA,59045120000158,"AVENIDA JOAO DE ANDRADE  537 , OSASCO",-23.5513336,-46.7997145,OSASCO
GERSERV COMERCIO DE FERRAGENS LTDA,59052548000128,"ESTRADA DOS FISCHERS  1603 , COTIA",-23.6350025,-46.9513294,COTIA
SUZUKI COMERCIO DE VIDROS LTDA,59096552000198,"RUA SENADOR DANTAS  397 , MOGI DAS CRUZES",-23.5238525,-46.191187,MOGI DAS CRUZES
M W COMERCIO DE VIDROS LTDA,59104430000104,"RUA TEODURETO SOUTO  140 , SAO PAULO",-23.5659312,-46.6201002,SAO PAULO
ROCCO & FILHOS LTDA,59106302000191,"RUA MARECHAL DEODORO  1789 , SAO BERNARDO DO CAMPO",-23.7137262,-46.549319,SAO BERNARDO DO CAMPO
FERRAKREBS COMERCIO DE FERRAMENTAS ESPECIAIS LTDA,59107060000150,"AVENIDA HELVETIA  157 , SAO BERNARDO DO CAMPO",-23.6558953,-46.5970106,SAO BERNARDO DO CAMPO
COMERCIAL SAMMARONE MATERIAIS PARA CONSTRUCOES LTDA,59116012000129,"RUA CONTINENTAL  1104 , SAO BERNARDO DO CAMPO",-23.684772,-46.5656649,SAO BERNARDO DO CAMPO
VIDRACARIA RUDGE RAMOS COMERCIO DE VIDROS LTDA,59123786000187,"AVENIDA SENADOR VERGUEIRO,  4801 , SAO BERNARDO DO CAMPO",-23.6561061,-46.5697579,SAO BERNARDO DO CAMPO
BOX TEMPERLESTE COMERCIO DE VIDROS LTDA,59123976000102,"RUA CAME  638 , SAO PAULO",-23.5652495,-46.5971494,SAO PAULO
CASA DE PARAFUSOS SAO BERNARDO LTDA,59128819000181,"RUA AMERICO BRASILIENSE  44 , SAO BERNARDO DO CAMPO",-23.7131118,-46.5524895,SAO BERNARDO DO CAMPO
DEPOSITO DE MATERIAIS PARA CONSTRUCAO ASSUNCAO LTDA,59130500000190,"RUA DOUTOR ANTONIO JORGE FRANCO  40 , SAO BERNARDO DO CAMPO",-23.719361,-46.5621919,SAO BERNARDO DO CAMPO
IRMAOS LOPES LTDA,59131581000143,"RUA ESTEFANO CRUCIACHI  42 , SAO BERNARDO DO CAMPO",-23.7188884,-46.5830091,SAO BERNARDO DO CAMPO
COMERCIAL FRANCYS LTDA,59133728000134,"RUA CORONEL JOSE LOPES DE TOLEDO  622 , SAO PAULO",-23.5755069,-46.5149663,SAO PAULO
DEPOSITO CAPELINHA DE MATS DE CONSTRUCOES OSASCO LTDA,59150169000170,"AVENIDA PRES COSTA E SILVA  59 , OSASCO",-23.5036554,-46.7888891,OSASCO
RIC MAR MATERIAIS PARA CONSTRUCAO LTDA,59150458000170,"ESTRADA DO LAGEADO VELHO  856 , SAO PAULO",-23.5351774,-46.4011159,SAO PAULO
SUDAN TUBOS FLEXIVEIS LTDA,59154971000139,"ESTRADA DO ALVARENGA  164 , SAO PAULO",-23.6981588,-46.6712508,SAO PAULO
GUACICAL DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,59158196000190,"RUA SATURNINO PEREIRA  209 , SAO PAULO",-23.5460495,-46.4112125,SAO PAULO
COMERCIAL CONSTRUFLORIDA FERRAGENS E HIDRAULICA LTDA,59158824000137,"AVENIDA DO TABOAO  2413 , SAO BERNARDO DO CAMPO",-23.6585715,-46.5973782,SAO BERNARDO DO CAMPO
EQUIPAGUA EQUIPAMENTOS PARA AGUA LTDA,59170738000140,"RUA BACAETAVA  37 , SAO PAULO",-23.6203871,-46.694352,SAO PAULO
ASEBESI MAQUINAS E FERRAMENTAS EIRELI,59194936000143,"RUA DR OLAVO EGIDIO  799 , SAO PAULO",-23.4998552,-46.6179415,SAO PAULO
FOX COMERCIO DE VIDROS E CRISTAIS EIRELI,59195065000182,"RUA TIETE  56 , SAO BERNARDO DO CAMPO",-23.6687411,-46.5546911,SAO BERNARDO DO CAMPO
MARCENARIA BATALHENSE LTDA,59199042000146,"RUA FRANCISCO CUNHA  89 , SAO PAULO",-23.532328,-46.4632569,SAO PAULO
DOK MATERIAIS DE CONSTRUCOES LTDA,59205088000120,"AVENIDA INOCENCIO SERAFICO  3113 , CARAPICUIBA",-23.548552,-46.8345971,CARAPICUIBA
JOSE ALVES NOGUEIRA HIDRAULICA,59213249000128,"AVENIDA DONA BELMIRA MARIN  4810 , SAO PAULO",-23.7561762,-46.6708584,SAO PAULO
JOAO CARLOS GRATIERI,59220574000118,"RUA FRANCISCO ALVES  1415 , SAO BERNARDO DO CAMPO",-23.6657762,-46.5933194,SAO BERNARDO DO CAMPO
RIAL MAD COMERCIO DE MATERIAL PARA CONSTRUCAO EIRELI,59229278000188,"RUA CIRENE DE OLIVEIRA LAET  1101 , SAO PAULO",-23.4587658,-46.5709269,SAO PAULO
HOLANDA SOUSA MATERIAIS DE CONSTRUCOES LTDA,59237933000140,"ESTRADA GALVAO BUENO  9100 , SAO BERNARDO DO CAMPO",-23.7716309,-46.6000994,SAO BERNARDO DO CAMPO
BITTENCOURT COMERCIAL E DISTRIBUIDORA LTDA,59238097000118,"RUA DAS GABIROBAS  240 , COTIA",-23.6136909,-46.9747604,COTIA
COMERCIO DE MADEIRAS MONTANO LTDA,59256990000176,"AVENIDA DO CURSINO  513 , SAO PAULO",-23.6071135,-46.6163963,SAO PAULO
VOLTRON COMERCIO DE MATERIAIS ELETRICOS E ELETRONICOS LTDA,59260869000118,"AVENIDA MARIA SERVIDEI DEMARCHI  1545 , SAO BERNARDO DO CAMPO",-23.737789,-46.553447,SAO BERNARDO DO CAMPO
DEMALIRA COMERCIO DE MATERIAL DE CONSTRUCOES LTDA,59262386000152,"AVENIDA CELSO GARCIA  709 , SAO PAULO",-23.5386025,-46.6055241,SAO PAULO
SERRARIA CANELAO LTDA,59270017000101,"AVENIDA LOURENCO ZACARO  70 , BARUERI",-23.49237,-46.8842743,BARUERI
RECOLAX MADEIRAS E REVESTIMENTOS LTDA,59278093000163,"RUA AMAZONAS  2298 , SAO CAETANO DO SUL",-23.6313086,-46.5694075,SAO CAETANO DO SUL
MARINGELLI MATERIAIS PARA CONSTRUCOES LTDA,59282525000100,"AVENIDA CONDE FCO MATARAZZO  540 , SAO CAETANO DO SUL",-23.6068519,-46.5701873,SAO CAETANO DO SUL
CONDELLO COMERCIO DE FERRAGENS LTDA,59291153000188,"RUA GUARACIABA  120 , SAO PAULO",-23.5392195,-46.5563753,SAO PAULO
TODOS OS SANTOS MATERIAIS DE CONSTRUCAO EIRELI,59304766000102,"ESTRADA DE CAUCAIA  8319 , COTIA",-23.6464968,-46.9936456,COTIA
MODERPLAN COMERCIO DE FORROS E DIVISORIAS LTDA,59311811000156,"RUA FRANCISCO JOSE DE BARROS  128 , SAO PAULO",-23.4082948,-46.7596505,SAO PAULO
PA HIDRAULICA EIRELI,59312454000140,"RUA ZACARIAS DE GOES  107 , JUNDIAI",-23.1911039,-46.8856446,JUNDIAI
VIDRONI COMERCIO DE VIDROS LTDA,59331843000113,"RUA ALAGOAS  392 , SAO CAETANO DO SUL",-23.6119727,-46.5756581,SAO CAETANO DO SUL
VIDRONI COMERCIO DE VIDROS LTDA,59331843000113,"RUA ALAGOAS  392 , SAO CAETANO DO SUL",-23.6119727,-46.5756581,SAO CAETANO DO SUL
BET MAR INDUSTRIAL E COMERCIAL LTDA,59335653000174,"RUA LEILA MARGARIDA TAKEUCHI  218 , SUZANO",-23.5501599,-46.3062589,SUZANO
CARLINHOS COM DE FERRO E ACO LTDA,59335828000143,"RUA JOAO LOPES DE LIMA  1500 , SAO PAULO",-23.6121125,-46.4907531,SAO PAULO
CONSTRUNORTE MATERIAIS PARA CONSTRUCAO EIRELI,59364554000110,"RUA LAGOA SANTA  77 , SAO PAULO",-23.4588613,-46.6568313,SAO PAULO
A FERRAGISTA DE ARUJA LTDA,59386417000187,"ESTRADA SANTA ISABEL  1501 , ARUJA",-23.4125838,-46.3205645,ARUJA
LCT COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,59387225000195,"AVENIDA BOTURUSSU  648 , SAO PAULO",-23.5015201,-46.4877137,SAO PAULO
TECH TRON COMERCIAL ELETRICA EIRELI,59399238000184,"AVENIDA DO ESTADO  1717 , SAO PAULO",-23.5298085,-46.6265668,SAO PAULO
HALVYR COMERCIO DE VIDROS LTDA,59408153000115,"AVENIDA MARIA SERVIDEI DEMARCHI  494 , SAO BERNARDO DO CAMPO",-23.728578,-46.551349,SAO BERNARDO DO CAMPO
CASA TONI COMERCIO DE TINTAS LTDA,59428847000114,"PRACA CIVICA  27 , SAO PAULO",-23.5281924,-46.7036437,SAO PAULO
CASA TONI COMERCIO DE TINTAS LTDA,59428847000386,"RUA SERRA DE BRAGANCA  1859 , SAO PAULO",-23.5426272,-46.5573256,SAO PAULO
CASA TONI COMERCIO DE TINTAS LTDA,59428847000548,"RUA ARTHUR DE AZEVEDO  996 , SAO PAULO",-23.562155,-46.6812676,SAO PAULO
CASA TONI COMERCIO DE TINTAS LTDA,59428847000629,"RUA SCHILLING  242 , SAO PAULO",-23.5294639,-46.7273219,SAO PAULO
CASA TONI COMERCIO DE TINTAS LTDA,59428847000700,"AVENIDA DIOGENES RIBEIRO DE LIMA  2412 , SAO PAULO",-23.5389286,-46.7188704,SAO PAULO
VISEG COMERCIO DE VIDROS LTDA,59443366000188," CALCADA FLOR DE LOTUS  9 , BARUERI",-23.497467,-46.851383,BARUERI
VISEG COMERCIO DE VIDROS LTDA,59443366000269,"ESTRADA MUNICIPAL DA BELA VISTA  1500 , SANTANA DE PARNAIBA",-23.4550405,-46.8922085,SANTANA DE PARNAIBA
2M COMERCIO DE DIVISORIA E FORRO LTDA,59444760000130,"RUA ARANTINA  29 , SAO PAULO",-23.4668035,-46.5959183,SAO PAULO
IRMAOS LUCIO LTDA,59449546000177,"AVENIDA SAO BERNARDO DO CAMPO  250 , SANTO ANDRE",-23.6989489,-46.5074818,SANTO ANDRE
PORTO MINAS DISTRIBUIDORA DE AREIA E PEDRA LTDA,59452722000120,"ESTRADA DE PARELHEIROS  5035 , SAO PAULO",-23.8131395,-46.7354398,SAO PAULO
VALTER CEOLDO,59455022000199,"AVENIDA PRESIDENTE CASTELO BRANCO  1974 , MAUA",-23.650864,-46.440095,MAUA
COMERCIAL VISAO FERRAMENTAS EIRELI,59455329000190,"AVENIDA ALVARO RAMOS  27 , SAO PAULO",-23.53837,-46.5892234,SAO PAULO
MADEIREIRA CAMBARU LTDA,59456582000168,"RODOVIA INDIO TIBIRICA  13391 , SUZANO",-23.6515568,-46.3263687,SUZANO
GESSO GIMENEZ COMERCIO EIRELI,59461616000102,"RUA ALVES DE ALMEIDA  423 , SAO PAULO",-23.5715373,-46.542668,SAO PAULO
MENEGHETTI COMERCIO DE MAQUINAS E FERRAMENTAS LTDA,59464305000105,"AVENIDA BARREIRA GRANDE  207 , SAO PAULO",-23.5834959,-46.5328018,SAO PAULO
TUBOLANDIA COMERCIO DE HIDRAULICA EM GERAL LTDA,59466243000162,"RUA ARTHUR DE AZEVEDO  1355 , SAO PAULO",-23.5642304,-46.6840688,SAO PAULO
JOSE SANTOS COSTA,59520387000150,"VIA DE PEDESTRE PIREU  230 , SAO PAULO",-23.5557714,-46.6395571,SAO PAULO
MARQUINHOSCOMERCIO DE FERRAGENS E FERRAMENTAS LTDA,59527770000130,"RUA MIGUEL FERREIRA DE MELO  102 , SAO PAULO",-23.6300241,-46.4433419,SAO PAULO
MAGNO COMERCIO E EQUIPAMENTOS INDUSTRIAIS LTDA,59528406000194,"RUA DOS EUCALIPTOS  49 , SAO PAULO",-23.6150024,-46.4112846,SAO PAULO
ELETROBILL ELETRONICA LTDA,59533182000109,"RUA DR CINCINATO BRAGA  483 , SAO BERNARDO DO CAMPO",-23.6971118,-46.5673795,SAO BERNARDO DO CAMPO
ART LUZ  COMERCIO IMPORTACAO E EXPORTACAO DE VIDROS E ARTIGOS ESPORTIVOS LTDA,59546390000142,"RUA AMERICO BRASILIENSE  764 , SAO BERNARDO DO CAMPO",-23.7126887,-46.5453585,SAO BERNARDO DO CAMPO
PEREIRA AFIACAO DE FERRAMENTAS COMERCIO LTDA,59549162000126,"RUA DR ANTENOR SOARES GANDRA  1379 , JUNDIAI",-23.1828727,-46.8595207,JUNDIAI
BI CAMPEAO FERRAGENS LTDA,59552968000173,"RUA ALVES GUIMARAES  447 , SAO PAULO",-23.5583945,-46.6764755,SAO PAULO
MARIA ROSA LOPES DE OLIVEIRA ZORZI,59559633000187,"AVENIDA DOUTOR CAVALCANTI  857 , JUNDIAI",-23.1894438,-46.8809945,JUNDIAI
ITAPETI MATERIAL ELETRICO INDUSTRIAL LTDA,59592469000100,"RUA RIO DA BAGAGEM  29 , SAO PAULO",-23.5398897,-46.5178226,SAO PAULO
CANTAREIRA  BOX E ESQUADRIAS DE ALUMINIO EIRELI,59628636000125,"AVENIDA NOVA CANTAREIRA  4896 , SAO PAULO",-23.4577856,-46.6147571,SAO PAULO
COMERCIO DE FERRAGENS E FERRAMENTAS PROGRESSO LTDA,59629071000109,"AVENIDA ANALICE SAKATAUSKAS  976 , OSASCO",-23.5542701,-46.7811966,OSASCO
CASA DE TINTAS E FERRAGENS SCORPI'US LTDA,59657650000157,"AVENIDA DONA BELMIRA MARIN  1919 , SAO PAULO",-23.7457687,-46.6885875,SAO PAULO
ARAMA MATERIAIS PARA CONSTRUCAO LTDA,59659839000189,"RUA PIRAQUARA  59 , SAO PAULO",-23.5305728,-46.4847577,SAO PAULO
MINGOTI COMERCIAL E HIDRAULICA LTDA,59663039000131,"RUA OSWALDO CRUZ  258 , JUNDIAI",-23.1881316,-46.8750241,JUNDIAI
COLOR SUL TINTAS EIRELI,59670455000167,"RUA JOSE HAMILTON DA SILVA  39 , SAO PAULO",-23.6621532,-46.7532108,SAO PAULO
MATERIAIS PARA CONSTRUCAO E TRANSPORTES GUEDES E SOARES LTDA,59675629000184,"ESTRADA DA JACUBA  672 , JUQUITIBA",-23.939716,-47.0035128,JUQUITIBA
CAUE MATERIAIS PARA CONSTRUCAO LTDA,59678300000177,"RUA BENTO JOSE DE MORAES  102 , SAO PAULO",-23.6885783,-46.6638765,SAO PAULO
MARCO ANTONIO VELKOF & CIA LTDA,59708388000122,"RUA AURIVERDE  329 , SAO PAULO",-23.5912705,-46.5952144,SAO PAULO
FRAMAP COMERCIAL E TECNICA LTDA,59711564000185,"AVENIDA ARICANDUVA  2041 , SAO PAULO",-23.5429511,-46.5323207,SAO PAULO
ALBAMEC VALVULAS E CONEXOES LTDA,59711770000195,"RUA BRENTANO  336 , SAO PAULO",-23.5316799,-46.7253878,SAO PAULO
FERRAGENS E MAT ELETRICOS CLAUSA LTDA,59719013000168,"RUA BARAO DO TRIUNFO  223 , JUNDIAI",-23.189721,-46.886843,JUNDIAI
ADMO INDUSTRIA E COMERCIO EIRELI,59721050000100,"RUA MIGUEL MOTA  633 , SAO PAULO",-23.5692317,-46.5722847,SAO PAULO
ARCIMEN ARTEFATOS DE CIMENTO EIRELI,59726208000135,"AVENIDA PRES CASTELO BRANCO  5125 , SAO PAULO",-23.5182967,-46.6479395,SAO PAULO
DIAMANTE COMERCIO DE TINTAS LTDA,59738088000609,"AVENIDA CRUZEIRO DO SUL  2357 , SAO PAULO",-23.5105156,-46.6253801,SAO PAULO
DIAMANTE COMERCIO DE TINTAS LTDA,59738088001087,"AVENIDA DR ODIL CAMPOS DE SAES  570 , JUNDIAI",-23.200578,-46.882028,JUNDIAI
DIAMANTE COMERCIO DE TINTAS LTDA,59738088001672,"AVENIDA GENERAL EDGAR FACO  1155 , SAO PAULO",-23.496269,-46.7081574,SAO PAULO
DENTZ E GIRALDI COMERCIO DE TINTAS LTDA,59750950000186,"RUA LUIZ ROTTA  793 , SAO PAULO",-23.7483702,-46.712142,SAO PAULO
MOTRIL DISTRIBUIDORA DE UTILIDADES DOM E FERRAGENS LTDA,59779769000100,"RUA JOAO ZANCO  88 , SAO PAULO",-23.6745888,-46.6625667,SAO PAULO
ASSOALHOS PISO BRASIL MADEIRAS LTDA,59782920000151,"AVENIDA CORIFEU DE AZEVEDO MARQUES  255 , SAO PAULO",-23.5702628,-46.7174426,SAO PAULO
CONIBASE COMERCIO DE MATERIAIS P CONSTRUCOES LTDA,59784868000172,"AVENIDA PROFESSOR FRANCISCO MORATO  6157 , SAO PAULO",-23.6071515,-46.7500028,SAO PAULO
CONIBASE COMERCIO DE MATERIAIS P CONSTRUCOES LTDA,59784868000334,"AVENIDA ELISEU DE ALMEIDA  3100 , SAO PAULO",-23.5898544,-46.7361764,SAO PAULO
COMERCIO DE TINTAS TORRES & ARAUJO LTDA,59802397000188,"RUA LEOPOLDO DE PASSOS LIMA  838 , SAO PAULO",-23.4279908,-46.7947381,SAO PAULO
AGEM CENTER MATERIAIS PARA CONSTRUCAO LTDA,59810481000143,"AVENIDA JOAO XXIII  781 , SAO PAULO",-23.5728742,-46.5332104,SAO PAULO
