,RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE,weight
9608,FRANCISCO LUCIBERTO ALVES FERNANDES 28010342823,32210652000147,"AVENIDA GETULIO VARGAS  1751 , SAO BERNARDO DO CAMPO",-23.6873349,-46.543703,SAO BERNARDO DO CAMPO,3
9609,METAPRO DISTRIBUIDORA LTDA,32211386000177,"RUA DOS FONSECAS  569 , SAO PAULO",-23.57795,-46.5044734,SAO PAULO,2
9610,LEONARDO CORDEIRO SANTOS 48193167880,32212074000188,"RUA Rua Das Camareiras  265 , VARGEM GRANDE PAULISTA",-23.6150832,-47.0020226,VARGEM GRANDE PAULISTA,4
9611,TINTA E COR COMERCIO DE TINTAS LTDA,32216572000107,"RUA FENICIA  363 , SANTO ANDRE",-23.6294258,-46.498436,SANTO ANDRE,3
9612,SERGIO SCIUNITTI SILVA 18001273830,32217151000192,"RUA JARDELINA DE ALMEIDA LOPES  907 , MOGI DAS CRUZES",-23.5421966,-46.1980066,MOGI DAS CRUZES,4
9613,MF COMERCIO DE MARMORE E GRANITOS EIRELI,32222308000178,"AVENIDA SAO PAULO  1480 , FRANCISCO MORATO",-23.2990933,-46.7362991,FRANCISCO MORATO,4
9614,MARCELO SELLARE DE SOUSA GONCALVES,32222342000142,"RUA JABOTICABAL  183 , SAO PAULO",-23.560191,-46.5811554,SAO PAULO,1
9616,MARIA APARECIDA DA SILVA 23223644873,32234194000186,"AVENIDA CABO ADAO PEREIRA  129 , SAO PAULO",-23.4862607,-46.7156138,SAO PAULO,2
9617,RN DOS SANTOS PEDRAS ORNAMENTAIS,32249399000135,"AVENIDA PROF FRANCISCO MORATO  702 , SAO PAULO",-23.5776918,-46.7084949,SAO PAULO,2
9618,INOVA TINTAS LTDA,32250010000171,"RUA APA  303 , SAO PAULO",-23.5357629,-46.6527813,SAO PAULO,1
9619,GLADIADOR STONES MARMORES E GRANITOS EIRELI,32259201000102,"AVENIDA DO ORATORIO  4000 , SAO PAULO",-23.6020675,-46.5360146,SAO PAULO,2
9620,RENAN LARSEN,32263442000117,"RUA DAS AROEIRAS  81 , DIADEMA",-23.7162308,-46.620298,DIADEMA,3
9621,"M F VIANA COMERCIO DE TINTAS, MATERIAIS DE CONSTRUCAO E REPRESENTACAO",32272662000107,"ALAMEDA DOS AICAS  1494 , SAO PAULO",-23.6146612,-46.6636879,SAO PAULO,2
9622,M PEREIRA MATERIAIS HIDRAULICOS E DE CONSTRUCAO LTDA,32275413000175,"AVENIDA S MIGUEL  3872 , SAO PAULO",-23.5092143,-46.4957523,SAO PAULO,2
9623,CASA SAO PATRICIO MATERIAIS DE CONSTRUCAO LTDA,32275805000134,"RUA BALTAZAR RABELO  59 , SAO PAULO",-23.5641126,-46.7449487,SAO PAULO,2
9624,LUCAS GONCALVES SANTOS 42833967888,32277751000146,"AVENIDA FRANCISCO DE SANTA MARIA  866B , SAO PAULO",-23.6050935,-46.474556,SAO PAULO,3
9625,JOILSON MENEZES DA PAIXAO SANTOS 27341336870,32286853000128,"RUA KUMAKI AOKI  364 , SAO PAULO",-23.4803644,-46.4260341,SAO PAULO,3
9626,FABIO ANTONIO CASAGRANDE 00744296803,32289681000146,"RUA ILANSA  48 , SAO PAULO",-23.5779277,-46.5873284,SAO PAULO,1
9627,ARNALDO MARTINS DE SOUZA CONSTRUCOES E SERVICOS,32291297000188,"AVENIDA MIGUEL ACHIOLE DA FONCECA  1936 , SAO PAULO",-23.5601749,-46.4080993,SAO PAULO,4
9629,THIAGO RIBEIRO RODRIGUES DA SILVA 34829054875,32299518000164,"RUA PINHEIRO CHAGAS  20 , SAO PAULO",-23.7411482,-46.7016965,SAO PAULO,4
9630,"FERRAGENS SANTA CRUZ COMERCIO DE MATERIAL ELETRICO, HIDRAULICO E FERRAGENS LTDA",32303445000137,"RUA AFONSO CELSO  567 , SAO PAULO",-23.5964342,-46.6347698,SAO PAULO,1
9632,REJANE LIMA MARASSATO 30771273851,32313428000180,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO  3848 , SAO BERNARDO DO CAMPO",-23.7229059,-46.580397,SAO BERNARDO DO CAMPO,4
9634,RENATO RODRIGUES DA ROCHA COMERCIO E SERVICOS,32322479000179,"RUA PINHEIRO CHAGAS  56 , SANTO ANDRE",-23.6279375,-46.4889396,SANTO ANDRE,3
9635,RENATO RODRIGUES DA ROCHA COMERCIO E SERVICOS,32322479000179,"RUA PINHEIRO CHAGAS  56 , SANTO ANDRE",-23.6279375,-46.4889396,SANTO ANDRE,3
9636,RENATA NEVES MOREIRA AMANCIO ELETRICA E HIDRAULICA,32333497000156,"RUA FEITICO DA VILA  113 , SAO PAULO",-23.6859892,-46.7919485,SAO PAULO,4
9637,LUIZ AUGUSTO LOPES GARCIA 32066010880,32362007000140,"AVENIDA ELISIO TEIXEIRA LEITE  203 A , SAO PAULO",-23.4909783,-46.6973564,SAO PAULO,2
9638,RODRIGO VIEIRA DE MENEZES EUGENIO 36697375884,32365753000197,"RUA SOUSA COUTINHO  552 , SAO PAULO",-23.6117679,-46.5950802,SAO PAULO,2
9639,LATEM COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,32370072000117,"RUA GALATEA  1620 , SAO PAULO",-23.5046756,-46.6110058,SAO PAULO,1
9640,VITOR SPARAPAN DE SENA 44271738883,32371804000193,"AVENIDA DOS IMARES  976 , SAO PAULO",-23.6162941,-46.6615076,SAO PAULO,2
9641,MARCO ESTEVAO DE CARVALHO 87185903815,32373512000190,"RUA BENEDITA DA FONSECA FONTES  47 , SAO PAULO",-23.6556541,-46.6372101,SAO PAULO,2
9642,ANTONIETA JACINTO DE LIMA 10103606807,32374627000107,"RUA DOS ESCOTEIROS  557 , SAO PAULO",-23.5144246,-46.4577435,SAO PAULO,3
9643,CORTE REAL MATERIAL PARA CONSTRUCAO LTDA,32390103000100,"RUA PEDRO CORTE REAL  18 , SAO PAULO",-23.6183645,-46.4752988,SAO PAULO,3
9644,L R A BRAGHETTO,32390323000125,"RUA MONTE CASSEROS  103 , SANTO ANDRE",-23.6565133,-46.5287637,SANTO ANDRE,3
9645,LUZIA DA SILVA SOARES DA CRUZ 25967325808,32397082000146,"RUA BATALHA DE CATALAO  120 , SAO PAULO",-23.5602279,-46.4724803,SAO PAULO,3
9646,D&G COMERCIO DE MATERIAIS PARA CONSTRUCAO EIRELI,32404849000117,"RUA MARIA QUINTINA DOS SANTOS  60 , OSASCO",-23.5410144,-46.7957592,OSASCO,3
9647,FG COMERCIO DE MATERIAIS DE CONCRETO E SERVICOS EIRELI,32406088000132,"RUA NHATUMANI  434 , SAO PAULO",-23.5262804,-46.5008025,SAO PAULO,2
9648,EVERTON DE OLIVEIRA BARBOSA 36936908802,32410801000111,"RUA BOM LUGAR  50 , SAO PAULO",-23.4028796,-46.7685517,SAO PAULO,3
9649,SUELI MARIA VALERIO 13134814838,32425101000109,"AVENIDA SENADOR VERGUEIRO  4419 , SAO BERNARDO DO CAMPO",-23.658882,-46.567575,SAO BERNARDO DO CAMPO,3
9650,CICERO OLIVEIRA LIMA 30768214823,32428730000184,"RUA LUIZ GASTAO  245 , SAO PAULO",-23.5981088,-46.546243,SAO PAULO,2
9651,WOHLERS GROUP SAO COMERCIAL IMPORTADORA E EXPORTADORA LTDA,32431640000142,"RUA SILVA BUENO  599 , SAO PAULO",-23.5835705,-46.601738,SAO PAULO,1
9652,WOHLERS GROUP SAO COMERCIAL IMPORTADORA E EXPORTADORA LTDA,32431640000304,"RUA MUNICIPAL  337 , SAO CAETANO DO SUL",-23.6084904,-46.5679533,SAO CAETANO DO SUL,2
9653,JANAINA ALBUQUERQUE DA SILVA 23544938863,32437076000175,"RUA PROFESSOR LICINIO  81 , SANTO ANDRE",-23.6825667,-46.5458911,SANTO ANDRE,3
9654,RAFAEL MILNITSKY 08515658836,32438143000176,"RUA JOSE DE CARLO  510 , MOGI DAS CRUZES",-23.5385989,-46.2116927,MOGI DAS CRUZES,4
9655,ROBISON JOSE DE MATOS SOUZA,32441623000196,"RUA MARINO TARDELLI  142 , FRANCO DA ROCHA",-23.3258715,-46.7226548,FRANCO DA ROCHA,4
9656,CENTRAL DISTRIBUIDORA DE GESSO  EIRELI,32448309000135,"RUA JOAO KAUFMANN  587 , OSASCO",-23.5211103,-46.7819989,OSASCO,3
9657,REGINALDO FERREIRA DOS SANTOS 05022887878,32455308000118,"AVENIDA CUPECE  4409 , SAO PAULO",-23.6727113,-46.6441019,SAO PAULO,3
9658,ANTONIO AMARTINS FILHO,32460139000104,"RUA ILHA DO SOL  S38 , EMBU DAS ARTES",-23.6238543,-46.8134554,EMBU DAS ARTES,3
9659,FL COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,32460589000105,"RUA ANTONIO MIRANDA  28 , SAO PAULO",-23.7139826,-46.6894652,SAO PAULO,4
9661,SUPER EPOXY COMERCIO E SERVICO EM PISOS LTDA,32466944000145,"RUA JOSE QUINTANILHA  623 , FRANCO DA ROCHA",-23.3243224,-46.7050812,FRANCO DA ROCHA,4
9662,VANESSA ROCHA DE OLIVEIRA 35039006837,32468168000112,"AVENIDA DOUTOR OLINDO DARTORA  4525 , CAIEIRAS",-23.3735753,-46.7061554,CAIEIRAS,3
9663,WAGNER DOS SANTOS ARRUDA 34038189856,32475581000104,"AVENIDA DONA BELMIRA MARIN  4820 , SAO PAULO",-23.7562652,-46.6707792,SAO PAULO,4
9664,"MARMORANA MARMORES, GRANITOS E REVESTIMENTOS  EIRELI",32478474000130,"RUA PROF RODOLFO SAO TIAGO  158 , SAO PAULO",-23.5392125,-46.590488,SAO PAULO,1
9665,ROBSON DA SILVA MATERIAIS PARA CONSTRUCAO,32478709000193,"AVENIDA HILDEBRANDO DE LIMA  736 , OSASCO",-23.531241,-46.7981417,OSASCO,3
9666,DRT COMERCIO DE FERRAMENTAS E ASSESSORIA TECNICA EIRELI,32481641000100,"RUA LORD COCKRANE  616 , SAO PAULO",-23.5930245,-46.6017898,SAO PAULO,1
9667,SIDNEY SA DE SOUZA 18178175827,32482860000103,"AVENIDA CAPITAO ANSELMO BARCELOS  228 , SAO PAULO",-23.5113463,-46.4934874,SAO PAULO,2
9668,QUALIPRO TRADING COMPANY EIRELI,32487398000129,"RUA STA IFIGENIA  482 , SAO PAULO",-23.537787,-46.6395567,SAO PAULO,1
9669,MATOWSKI CONSTRUCOES LTDA,32490150000117,"RUA CUMBICA  300 , SUZANO",-23.5155621,-46.2981894,SUZANO,4
9670,FREDERICO DE SOUZA CAGNOTTO 25462948816,32498751000176,"RUA ALVARO MATIAS  57 , MOGI DAS CRUZES",-23.5289881,-46.186905,MOGI DAS CRUZES,4
9671,PAULO AGOSTINHO MARCHIORI 00950523801,32501847000146,"RUA SAO BENTO  56 , OSASCO",-23.5311519,-46.8165234,OSASCO,3
9672,A L FERREIRA COMERCIO DE MARMORES E GRANITOS,32502972000170,"AVENIDA COMEN SANT'ANNA  620 , SAO PAULO",-23.6732145,-46.7735737,SAO PAULO,4
9673,TVM COMERCIO DE UTILIDADES LTDA,32517623000122,"RUA MARECHAL DEODORO  291 , SAO BERNARDO DO CAMPO",-23.7004589,-46.5517152,SAO BERNARDO DO CAMPO,3
9674,INOVAR OBRAS RAPIDAS E MANUTENCAO EM GERAL EIRELI,32531058000158,"RUA ALDEIA DE SANTO INACIO  507 , SAO PAULO",-23.6230382,-46.4726021,SAO PAULO,3
9675,JOSE CARLOS DAVID 17708918898,32534019000104,"RUA JOSE SEIXAS VIEIRA  285 , FRANCO DA ROCHA",-23.3167522,-46.7137652,FRANCO DA ROCHA,4
9677,RK BANHEIRAS LTDA,32536009000108,"RUA LORD COCKRANE  953 , SAO PAULO",-23.592319,-46.5984601,SAO PAULO,1
9678,FELIPE ARAUJO FERREIRA DE SOUZA 39618088804,32541333000114,"RUA PERNAMBUCANA  250 , OSASCO",-23.5728603,-46.8039694,OSASCO,3
9679,THECNO LED SOLUCOES INTELIGENTES EM LED E EFICIENCIA ENERGETICA EIRELI,32560640000142,"ALAMEDA COLOMBIA  83 , BARUERI",-23.4942355,-46.8548749,BARUERI,4
9680,MARCELO APARECIDO DE SOUZA PEREIRA 13650641828,32568946000145,"RUA ROGER DUCASSE  109 , SAO PAULO",-23.6089215,-46.5002391,SAO PAULO,2
9681,DANIEL DE ANDRADE LEMOS 83397833515,32570901000105,"RUA SANTA DAVINA  246 , SAO PAULO",-23.4907744,-46.4345388,SAO PAULO,3
9682,ELIZEU RIBEIRO XAVIER,32575568000127,"RUA JOAQUIM JOSE MAIA  137 , SAO BERNARDO DO CAMPO",-23.7333085,-46.5391691,SAO BERNARDO DO CAMPO,4
9683,ROSANGELA GUIMARAES ROCHA 72323515187,32576882000124,"RUA BASILIO ALVES MORANGO  1118 , SAO PAULO",-23.4803707,-46.5693986,SAO PAULO,2
9684,SERGIO JOSE DE SOUZA 45796547810,32590831000157,"RUA DAS TRES MARIAS  89 , SAO PAULO",-23.7001992,-46.7859861,SAO PAULO,4
9685,VC CALHAS EIRELI,32592082000105,"RUA DOS MENINOS (VL VIVALDI)  394 , SAO BERNARDO DO CAMPO",-23.6617209,-46.5592074,SAO BERNARDO DO CAMPO,3
9686,JC ROCHA  HIDRAULICA,32594118000181,"AVENIDA ARICANDUVA  5336 , SAO PAULO",-23.5669524,-46.5072186,SAO PAULO,2
9687,MAURO LANCONI NETO 32007676850,32594790000177,"RUA AGULHAS NEGRAS  260 , SANTO ANDRE",-23.6896526,-46.519515,SANTO ANDRE,3
9688,SEBASTIAO BEZERRA DA SILVA 13391658487,32594834000169,"AVENIDA RANGEL PESTANA  1419 , SAO PAULO",-23.5450791,-46.6210102,SAO PAULO,1
9689,TAKEUCHI MATERIAIS PARA CONSTRUCAO E SUPRIMENTOS EIRELI,32602322000105,"RUA PECHI  115 , SAO PAULO",-23.5121496,-46.5299975,SAO PAULO,2
9690,NEVERSON AUGUSTO RAMOS 29754714835,32604725000185,"AVENIDA EDMUNDO AMARAL  3935 , OSASCO",-23.5141484,-46.8041505,OSASCO,3
9691,SERGIO DE ARAUJO SANTOS 00932200575,32606171000155,"RUA DO LAVAPES  781 , SAO PAULO",-23.5616884,-46.6250427,SAO PAULO,1
9692,RJE MARMORARIA LTDA,32612238000164,"ESTRADA DE LIGACAO  64 , SAO PAULO",-23.437734,-46.7720307,SAO PAULO,3
9693,DIEGO HOFF QUIRINO COMERCIO E ADMINISTRACAO DE OBRAS LTDA,32616782000184,"AVENIDA ELISIO CORDEIRO DE SIQUEIRA  603 , SAO PAULO",-23.5019206,-46.7479631,SAO PAULO,2
9694,ALAIDE DE SOUZA DIAS,32616878000142,"RUA ROBERTSON  464 , SAO PAULO",-23.5737542,-46.6224061,SAO PAULO,1
9695,DIMENSAO COMERCIO DE MARMORES E GRANITOS EIRELI,32617034000116,"RUA SIQUEIRA BUENO  1584 , SAO PAULO",-23.550996,-46.5870987,SAO PAULO,1
9696,DIMENSAO COMERCIO DE MARMORES E GRANITOS EIRELI,32617034000116,"RUA SIQUEIRA BUENO  1584 , SAO PAULO",-23.550996,-46.5870987,SAO PAULO,1
9697,DIMENSAO COMERCIO DE MARMORES E GRANITOS EIRELI,32617034000116,"RUA SIQUEIRA BUENO  1584 , SAO PAULO",-23.550996,-46.5870987,SAO PAULO,1
9698,ROSANGELA MOURA 14846576833,32638525000143,"RUA PEDRO RAMOS JULIO  21 , MOGI DAS CRUZES",-23.5429209,-46.200996,MOGI DAS CRUZES,4
9699,LUIZ MARTINS GOMES 52843750849,32641190000112,"RUA HEITOR FERNANDES  181 , SAO PAULO",-23.5443389,-46.3999153,SAO PAULO,4
9700,ABREU & VALERIO COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI,32649146000159,"AVENIDA PAULA FERREIRA  2064 , SAO PAULO",-23.4937842,-46.7146365,SAO PAULO,2
9701,HAILTON LUIZ ROCHA DOS SANTOS 34661640870,32655627000177,"RUA SAO VICENTE  248 , SAO PAULO",-23.5564813,-46.6491492,SAO PAULO,1
9702,FELIPE DE SOUZA CARNAUBA EIRELI,32663503000133,"RUA ABEL TAVARES  441 , SAO PAULO",-23.4953353,-46.4687888,SAO PAULO,3
9703,CLAYTON LUIZ GUIMARAES 28775583801,32669346000173,"RUA BENJAMIN PEREIRA  802 , SAO PAULO",-23.4672424,-46.5859523,SAO PAULO,2
9704,DANILO REIS REZENDE 38639328897,32673517000138,"RUA JERONIMO BUENO  30 , SAO PAULO",-23.5452191,-46.3958989,SAO PAULO,4
9705,TOP BANHEIRAS EIRELI,32676469000131,"RUA PDE FAUSTINO  148 , SAO PAULO",-23.5870568,-46.5896848,SAO PAULO,1
9706,RODRIGO MOACIR DA SILVA 48850817851,32678147000121,"RUA RAIMUNDO CARRUT  84 , SAO PAULO",-23.5003196,-46.6028686,SAO PAULO,1
9707,CELSO MARTINS PEREIRA 05762962873,32682459000109,"VIA DULCE  5 , SANTANA DE PARNAIBA",-23.4658849,-46.9115053,SANTANA DE PARNAIBA,4
9709,COSMO HORACIO DA SILVA 02127834402,32697041000175,"RUA EMBIRA  322 , SAO PAULO",-23.5139337,-46.5009369,SAO PAULO,2
9710,CLAUDIO FABIANO DA SILVA 21248061810,32717476000134,"RUA FELIPO CATARUZZI  278 , SANTO ANDRE",-23.6254285,-46.5515822,SANTO ANDRE,2
9711,ERICA NASCIMENTO PEREIRA DINIZ 30229598854,32736667000143,"RUA BARUEL  1003 , SUZANO",-23.5509233,-46.3114542,SUZANO,4
9712,JMS CONEXOES LTDA,32736674000145,"RUA JOAO DEL MOURA  265 , JANDIRA",-23.5338636,-46.8982386,JANDIRA,4
9713,ANDERSON MARTINS 30301893845,32740935000109,"RUA TOCANTINS  512 , SAO CAETANO DO SUL",-23.6440918,-46.5674509,SAO CAETANO DO SUL,2
9714,MARIA ISABEL VILLAR DE MORAES 38004739415,32745898000113,"RUA MICHEL HADDAD  88 , SAO PAULO",-23.5163982,-46.7456079,SAO PAULO,2
9715,L C FELTRIN AFIACAO E COMERCIO DE FERRAMENTAS,32749750000157,"RUA HERCULANO DE FREITAS  31 , SAO CAETANO DO SUL",-23.60627,-46.574346,SAO CAETANO DO SUL,2
9716,DANIELA APARECIDA BORGES CORREA 19997079825,32756396000198,"AVENIDA DA SAUDADE  379 , FRANCO DA ROCHA",-23.3271861,-46.7175205,FRANCO DA ROCHA,4
9717,PATRICIA BRITO VIEIRA 30537396829,32756849000186,"RUA PROFESSOR MAXIMO RIBEIRO NUNES  1007 , SAO PAULO",-23.5853444,-46.7380933,SAO PAULO,2
9718,IMPERIO COMPONENTES TERMOPLASTICOS EIRELI,32757894000155,"RUA CHAPADA  42 , SAO PAULO",-23.5077041,-46.4849769,SAO PAULO,3
9719,MATHEUS PEREIRA DE ANGELO,32771026000120,"RUA ODETE GOMES BARRETO  287 , SAO PAULO",-23.545068,-46.5397432,SAO PAULO,2
9720,TOTAL PREDIAL BOMBAS COMERCIO E SERVICOS EIRELI,32771177000188,"AVENIDA DENNE  64 , COTIA",-23.5990631,-46.8468905,COTIA,4
9721,GLAUMAR COMERCIO DE MATERIAIS ELETRICOS EIRELI,32771326000109,"AVENIDA GENERAL PEDRO PINHO  1151 , OSASCO",-23.5410752,-46.8005999,OSASCO,3
9722,G2 PRINT COMUNICACOES E SERVICOS LTDA,32773518000154,"AVENIDA VISCONDE DE NOVA GRANADA  1843 , OSASCO",-23.5491292,-46.7906447,OSASCO,3
9723,ALEX GONCALVES VICENTE 51304280802,32775149000139,"RUA PENHA DO NORTE  53 , SAO PAULO",-23.4868308,-46.4313272,SAO PAULO,3
9724,ANANI AKPEDJE ADONAI PAULIN CAKPO 23423695811,32775668000105,"RUA PROFESSORA BRANCA DO CANTO E MELO  344 , SAO PAULO",-23.5048955,-46.4849562,SAO PAULO,3
9725,ARFF COMERCIO DE PRODUTOS EM GERAL LTDA,32779114000178,"RUA PROF OLIVEIRA E SOUSA  332 , SAO PAULO",-23.4897986,-46.7018723,SAO PAULO,2
9726,DECORACOLOR COMERCIO E SERVICOS DE EQUIPAMENTOS DE TRAFEGO EIRELI,32780396000123,"RUA JOSE COELHO  149 , SAO PAULO",-23.5634099,-46.5680156,SAO PAULO,1
9727,GABRIEL ALEXANDRE TOZZI OLIVEIRA 46170725869,32784973000155,"ESTRADA DO ESPIGAO  501 , COTIA",-23.618423,-46.963334,COTIA,4
9728,RENATO SANTANA ANDRADE DE ARAUJO 22711300854,32790620000168,"RUA ROBERTO SELMIDEI  798 , SAO PAULO",-23.6828773,-46.7549206,SAO PAULO,4
9729,ANDERSON NASCIMENTO DA CRUZ 11565513827,32794659000153,"AVENIDA RAGUEB CHOHFI  7620 , SAO PAULO",-23.5943002,-46.423193,SAO PAULO,4
9730,ENERGTEC COMERCIO E SERVICOS LTDA,32798130000108,"RUA PONTA PORA  203 , SAO PAULO",-23.5288626,-46.7067796,SAO PAULO,2
9731,J A A M TEIXEIRA COMERCIO EIRELI,32798703000101,"RUA PROFESSOR FLAVIANO DE MELO  320 , MOGI DAS CRUZES",-23.5246108,-46.2016623,MOGI DAS CRUZES,4
9732,L H COMERCIO E SERVICO DE PRE MOLDADOS EIRELI,32802772000133,"RUA CANDIRU  13 , SAO PAULO",-23.4873325,-46.3880485,SAO PAULO,4
9733,A D DE OLIVEIRA,32810151000100,"AVENIDA FRANCISCO DE SANTA MARIA  154 , SAO PAULO",-23.5995076,-46.4719053,SAO PAULO,3
9734,MUTEKI COMERCIO DE FERRAMENTAS LTDA,32819676000106,"RUA MACIEL MONTEIRO  923 , SAO PAULO",-23.5430975,-46.4928866,SAO PAULO,2
9735,VICTOR HUGO TAVARES DE ALMEIDA,32825478000147,"RUA DAS PEROBAS  901 , DIADEMA",-23.712615,-46.617498,DIADEMA,3
9736,SANIA DE CARVALHO TOGNI 09998402824,32828927000100,"RUA ANTONIO HENRIQUES CARDOSO  20 , SAO PAULO",-23.4850625,-46.7026418,SAO PAULO,2
9738,LA CHILENA TINTAS LTDA,32833241000108,"AVENIDA MANDAQUI  90 , SAO PAULO",-23.5057107,-46.6719486,SAO PAULO,1
9739,MONIKA MARINA CLUCHITE GOMES,32846900000140,"AVENIDA NOSSA SENHORA DO SABARA  4239 , SAO PAULO",-23.6898059,-46.6786762,SAO PAULO,3
9740,WERMENSON ALDES GARCIA DE OLIVEIRA 15555639880,32862158000167,"RUA FRANCISCO BOLGIONI  74 , ITAPEVI",-23.5570721,-46.9431666,ITAPEVI,4
9741,PEDRO GONDIN BIDO 21397903830,32862749000134,"RUA LEVY DA SILVA  22 , SAO PAULO",-23.6056465,-46.7997022,SAO PAULO,3
9742,ROBERTO AKINORI NISHIYAMA JUNIOR 21835291805,32867500000111,"RUA ALVARES MACHADO  304 , MAUA",-23.6695764,-46.4552092,MAUA,4
9743,POLIMEROS REVESTIMENTO EIRELI,32871834000169,"RUA CORONEL CARDOSO DE SIQUEIRA  1105 , MOGI DAS CRUZES",-23.5269973,-46.1819745,MOGI DAS CRUZES,4
9744,ROSSETTI PORTOES EIRELI,32879317000136,"AVENIDA ARICANDUVA  2671 , SAO PAULO",-23.5461663,-46.5275106,SAO PAULO,2
9745,GUSTAVO FELIPE NEVES 47234843884,32880985000183,"AVENIDA PRESTES MAIA  2186 , DIADEMA",-23.6699722,-46.6114033,DIADEMA,3
9746,JOSE LACERDA DA SILVA,32884135000153,"RUA DO GASOMETRO  460 , SAO PAULO",-23.5442302,-46.6215175,SAO PAULO,1
9747,CONSTRUSILVA MATERIAIS PARA CONSTRUCAO LTDA,32888266000109,"RUA DAS PEROBAS  949 , DIADEMA",-23.7122626,-46.6172419,DIADEMA,3
9748,MW COMERCIO DE CALHAS LTDA,32904301000136,"RUA ILHA BELA  79 , SAO PAULO",-23.6959164,-46.6745995,SAO PAULO,3
9750,ADEILSON FELIX DOS SANTOS 31217138846,32924271000120,"RUA SALINAS DE MOSSORO  393 , SAO PAULO",-23.4840079,-46.3927672,SAO PAULO,4
9751,LEANDRO DE JESUS VELOSO 32670466885,32932091000190,"RUA DOS JEQUITIBAS  665 , SANTO ANDRE",-23.642351,-46.5498214,SANTO ANDRE,3
9752,DG COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI,32933256000148,"AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS  764 , SAO PAULO",-23.7468352,-46.695884,SAO PAULO,4
9753,ECCO COMERCIO DE MATERIAL ELETRICO EIRELI,32952133000154,"RUA ARUMA  25 , SAO PAULO",-23.4646836,-46.5701168,SAO PAULO,2
9754,SDD MENDES MATERIAIS DE CONSTRUCAO E ENGENHARIA,32964135000163,"RUA DAS TRES MARIAS  809 , SAO PAULO",-23.7002553,-46.7885251,SAO PAULO,4
9755,NRB DE OLIVEIRA COMERCIO DE TINTAS EIRELI,32980266000134,"AVENIDA RIO DAS PEDRAS  1475 , SAO PAULO",-23.567226,-46.5105996,SAO PAULO,2
9756,PONTO GAMA SUPRIMENTOS PARA COMUNICACAO VISUAL LTDA,32997414000123,"RUA CANDIDO VALE  304 , SAO PAULO",-23.5376997,-46.5684597,SAO PAULO,1
9757,MARCOS ROBERTO SIMOES 08950042835,33001385000160,"AVENIDA AMADOR BUENO DA VEIGA  4538 , SAO PAULO",-23.5138743,-46.5052093,SAO PAULO,2
9758,DONIZETE PEREIRA MACHADO 01389415805,33004256000126,"RUA COROA IMPERIAL  266 , SAO PAULO",-23.6594385,-46.6392531,SAO PAULO,2
9759,JULIANA KAZUMI KOTANI LIRA 37015919893,33006283000138,"ESTRADA ALBERTO HINOTO  1309 , ITAQUAQUECETUBA",-23.4825708,-46.3553561,ITAQUAQUECETUBA,4
9761,SCALA FLOOR COMERCIO DE PISOS LTDA,33020531000103,"RUA SEQUOIA  123 , SAO PAULO",-23.5570663,-46.50704,SAO PAULO,2
9762,ORLANDO ROMANO JUNIOR VIDRACARIA,33025697000104,"RUA CORACAO MATERNAL  133 , SAO PAULO",-23.4652185,-46.6723636,SAO PAULO,2
9763,HELDER CARLOS BISPO ALVES 40733707823,33026441000111,"RUA VICENTE TOMAZINHO  6 , SAO PAULO",-23.7023077,-46.6298183,SAO PAULO,3
9764,MC EXPORT TINTAS E MATERIAIS DE CONSTRUCAO LTDA,33064042000145,"RUA LUIS GOIS  1422 , SAO PAULO",-23.6037299,-46.6415905,SAO PAULO,1
9765,GO2HOME COMERCIO DE COMPONENTES EM FERRAGENS E FERRAMENTAS EIRELI,33074787000195,"AVENIDA NSRA DO O  865 , SAO PAULO",-23.5042492,-46.6804156,SAO PAULO,1
9766,FAB GREEN COMERCIO DE TINTAS EIRELI,33090041000175,"RUA ANDARAI  933 , SAO PAULO",-23.5239539,-46.5874719,SAO PAULO,1
9767,JOSE GUEDES DA SILVA 24778890876,33093053000153,"RUA GUERINO TURAZZA  42 , SANTO ANDRE",-23.6990822,-46.5293666,SANTO ANDRE,4
9768,IVANILDO JOSE DO NASCIMENTO 01931200467,33096444000121,"RUA TAMAINDE  260 , SAO PAULO",-23.5421166,-46.5396687,SAO PAULO,2
9769,GERSON JOSE AUGUSTO 08978933874,33096625000158,"AVENIDA JOAO PEIXOTO VIEGAS  195 , SAO PAULO",-23.6690253,-46.676089,SAO PAULO,3
9770,MARMORARIA MAZZOLA EIRELI,33104120000198,"AVENIDA MARIA LUIZA AMERICANO  2667 , SAO PAULO",-23.5589025,-46.4750478,SAO PAULO,3
9772,DRY CONTRU COMERCIO E SERVICOS DE CONSTRUCAO CIVIL,33120564000117,"AVENIDA DR BENEDITO ESTEVAM DOS SANTOS  1523 , SAO PAULO",-23.4964514,-46.5792898,SAO PAULO,1
9773,GABRIELLY OLIVEIRA DE SOUSA 39104987870,33127881000165,"RUA JOAO FERREIRA  31 , MAUA",-23.6746269,-46.42153,MAUA,4
